 , , , , , , , , , 
,,,,,,,,,
Category,Discipline,Subject,SourceType,ISSN,PublicationName,IndexingStart,IndexingStop,FullTextStart,FullTextStop
Social Sciences & Humanities,Public Policy & Administration,Public Policy & Administration,Magazine,1057-9958,"Bureau of Alcohol, Tobacco & Firearms Quarterly Bulletin",01/01/1990,01/31/2002,01/01/1990,01/31/2002
Business,Business Education,Business Education,Magazine,1837-8161,BusiDate,01/01/2008,,03/01/2008,
Education,Professional Education,Business Education,Magazine,1837-8161,BusiDate,01/01/2008,,03/01/2008,
Education,Educational Levels,Secondary Education,Magazine,1837-8161,BusiDate,01/01/2008,,03/01/2008,
Politics & Government,Law,Commercial Law,Magazine,1549-2923,Business Torts Journal,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Law,Commercial Law,Magazine,1549-2923,Business Torts Journal,04/01/2009,,04/01/2009,
Business,Commercial Law,Commercial Law,Magazine,1549-2923,Business Torts Journal,04/01/2009,,04/01/2009,
Business,Business (General),Business (General),Magazine,1320-971X,Businessdate,01/01/1994,12/31/2007,03/01/1994,12/31/2007
Politics & Government,Law,Corporate Law,Magazine,1937-3465,CADS Report,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Law,Corporate Law,Magazine,1937-3465,CADS Report,04/01/2009,,04/01/2009,
Business,Commercial Law,Corporate Law,Magazine,1937-3465,CADS Report,04/01/2009,,04/01/2009,
Politics & Government,Law,Trial Advocacy,Magazine,1937-3465,CADS Report,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Law,Trial Advocacy,Magazine,1937-3465,CADS Report,04/01/2009,,04/01/2009,
Education,Professional Education,Trial Advocacy,Magazine,1937-3465,CADS Report,04/01/2009,,04/01/2009,
Health & Medicine,Nursing,Nursing,Magazine,0008-1310,California Nurse,06/01/2002,05/31/2006,06/01/2002,05/31/2006
Politics & Government,Campaigns & Organizations,Political Campaigns,Magazine,0197-0771,Campaigns & Elections (1996),07/01/1996,12/31/2007,07/01/1996,12/31/2007
Politics & Government,Campaigns & Organizations,Political Campaigns,Magazine,2160-603X,Campaigns & Elections (2010),06/01/2010,,06/01/2010,
Religion & Philosophy,Christianity,Christian Life & Spirituality,Magazine,0008-2538,Campus Life,01/01/1994,12/31/2005,01/01/1994,12/31/2005
General Interest,Special Group Interest,Teen Interest,Magazine,0008-2538,Campus Life,01/01/1994,12/31/2005,01/01/1994,12/31/2005
History,History by Place,Canadian History,Magazine,1920-9894,Canada's History,03/01/2010,,04/01/2010,
Business,Business (General),Business (General),Magazine,0008-3100,Canadian Business,01/01/1990,,05/01/1990,
Business,"Banking, Finance & Investing","Banking, Finance & Investing",Magazine,0317-4026,Canadian Business Review,06/01/1990,09/30/1996,06/01/1990,09/30/1996
General Interest,Political Commentary & Opinion,Political Commentary & Opinion,Magazine,0008-3402,Canadian Dimension,01/01/1990,,01/01/1992,
Politics & Government,Politics & Government (General),Political Commentary & Opinion,Magazine,0008-3402,Canadian Dimension,01/01/1990,,01/01/1992,
General Interest,Social Commentary & Opinion,Social Commentary & Opinion,Magazine,0008-3402,Canadian Dimension,01/01/1990,,01/01/1992,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Commentary & Opinion,Magazine,0008-3402,Canadian Dimension,01/01/1990,,01/01/1992,
Science,Earth & Atmospheric Sciences,Geography & Cartography,Magazine,0706-2168,Canadian Geographic,01/01/1990,,05/01/1994,
Social Sciences & Humanities,Geography & Cartography,Geography & Cartography,Magazine,0706-2168,Canadian Geographic,01/01/1990,,05/01/1994,
Arts & Entertainment,Music,Music Education & Instruction,Magazine,0008-4549,Canadian Music Educator / Musicien Educateur au Canada,09/01/2005,,09/01/2006,
Arts & Entertainment,Arts Education,Music Education & Instruction,Magazine,0008-4549,Canadian Music Educator / Musicien Educateur au Canada,09/01/2005,,09/01/2006,
Education,Subject Specific Education,Music Education & Instruction,Magazine,0008-4549,Canadian Music Educator / Musicien Educateur au Canada,09/01/2005,,09/01/2006,
Arts & Entertainment,Music,Music,Magazine,0708-9635,Canadian Musician,01/01/1999,,01/01/1999,
Social Sciences & Humanities,Sociology,Sociology,Magazine,0831-5698,Canadian Social Trends,06/01/1996,12/31/2012,06/01/1996,12/31/2012
Science,Earth & Atmospheric Sciences,Wildlife Management,Magazine,1201-673X,Canadian Wildlife (Tribute Publishing Inc.),01/01/2001,03/31/2004,01/01/2001,03/31/2004
Science,Life Sciences,Wildlife Management,Magazine,1201-673X,Canadian Wildlife (Tribute Publishing Inc.),01/01/2001,03/31/2004,01/01/2001,03/31/2004
Health & Medicine,Clinical Specialties,Oncology,Magazine,0008-5464,Cancer News,01/01/1990,09/30/1994,03/01/1990,09/30/1994
Health & Medicine,Therapeutics,Drug Therapy,Magazine,1174-5916,Cancer Today,01/20/2007,12/31/2008,01/20/2007,12/31/2008
Health & Medicine,Clinical Specialties,Oncology,Magazine,1174-5916,Cancer Today,01/20/2007,12/31/2008,01/20/2007,12/31/2008
Science,Life Sciences,Horses,Magazine,1538-991X,Canter Magazine,01/01/2003,01/31/2003,01/01/2003,01/31/2003
Science,Earth & Atmospheric Sciences,Environmental Law,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Politics & Government,Law,Environmental Law,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Social Sciences & Humanities,Law,Environmental Law,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Science,Life Sciences,Environmental Law,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Science,Earth & Atmospheric Sciences,Emissions Trading,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Business,Economics,Emissions Trading,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Social Sciences & Humanities,Economics,Emissions Trading,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Science,Life Sciences,Emissions Trading,Magazine,1864-9904,Carbon & Climate Law Review,12/01/2008,,12/01/2008,
Science,Earth & Atmospheric Sciences,Geology,Magazine,0891-2556,Carbonates & Evaporites,06/01/2008,,06/01/2008,
Health & Medicine,Clinical Specialties,Cardiology,Magazine,1084-3930,Cardiovascular Device Update,02/01/2007,12/31/2007,02/01/2007,12/31/2007
Technology,Medical Technology,Medical Technology,Magazine,1084-3930,Cardiovascular Device Update,02/01/2007,12/31/2007,02/01/2007,12/31/2007
Health & Medicine,Medical Technology,Medical Technology,Magazine,1084-3930,Cardiovascular Device Update,02/01/2007,12/31/2007,02/01/2007,12/31/2007
Health & Medicine,Clinical Specialties,Cardiology,Magazine,1084-3930,Cardiovascular Devices & Drugs,01/01/2008,08/31/2009,01/01/2008,08/31/2009
Technology,Medical Technology,Medical Technology,Magazine,1084-3930,Cardiovascular Devices & Drugs,01/01/2008,08/31/2009,01/01/2008,08/31/2009
Health & Medicine,Medical Technology,Medical Technology,Magazine,1084-3930,Cardiovascular Devices & Drugs,01/01/2008,08/31/2009,01/01/2008,08/31/2009
Business,Human Resources,Career Guidance,Magazine,0744-1002,Career World,07/01/1989,04/30/2010,01/01/1998,04/30/2010
Education,Professional Education,Career Guidance,Magazine,0744-1002,Career World,07/01/1989,04/30/2010,01/01/1998,04/30/2010
Education,Educational Levels,Secondary Education,Magazine,0744-1002,Career World,07/01/1989,04/30/2010,01/01/1998,04/30/2010
General Interest,Special Group Interest,Teen Interest,Magazine,0744-1002,Career World,07/01/1989,04/30/2010,01/01/1998,04/30/2010
Business,Human Resources,Career Guidance,Magazine,1065-9935,Careers & Colleges,01/01/2001,12/31/2012,01/01/2001,12/31/2012
Education,Professional Education,Career Guidance,Magazine,1065-9935,Careers & Colleges,01/01/2001,12/31/2012,01/01/2001,12/31/2012
Education,Educational Levels,Higher Education,Magazine,1065-9935,Careers & Colleges,01/01/2001,12/31/2012,01/01/2001,12/31/2012
Religion & Philosophy,Christianity,Catholicism,Magazine,1044-1581,Catholic Answer,07/01/2008,,07/01/2008,
Religion & Philosophy,Christianity,Catholicism,Magazine,0701-0788,Catholic New Times,02/16/2009,08/31/2011,02/16/2009,08/31/2011
Arts & Entertainment,Music,African American Music,Magazine,1043-1241,CBMR Digest,09/01/2005,,04/01/2010,
Politics & Government,Public Policy & Administration,Public Policy & Administration,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Social Sciences & Humanities,Public Policy & Administration,Public Policy & Administration,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Business,Economics,Economic Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Social Sciences & Humanities,Economics,Economic Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Politics & Government,Public Policy & Administration,Economic Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Social Sciences & Humanities,Public Policy & Administration,Economic Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Science,Earth & Atmospheric Sciences,Environmental Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Science,Life Sciences,Environmental Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Politics & Government,Public Policy & Administration,Environmental Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Social Sciences & Humanities,Public Policy & Administration,Environmental Policy,Magazine,1198-497X,CCPA Monitor,07/01/2008,,07/01/2008,
Technology,Computer Science,Computer Software,Magazine,0897-3296,CD-ROM Databases,07/01/1999,03/31/2000,07/01/1999,03/31/2000
Science,Life Sciences,Agricultural Technology,Magazine,0253-5777,Centro Azúcar,01/01/2000,,01/01/2000,
Technology,Industrial Technology,Agricultural Technology,Magazine,0253-5777,Centro Azúcar,01/01/2000,,01/01/2000,
Business,Industries & Trades,Sugar Industry,Magazine,0253-5777,Centro Azúcar,01/01/2000,,01/01/2000,
Home & Living,"Crafts, Hobbies & Collecting",Ceramics & Pottery,Magazine,0009-0328,Ceramics Monthly,07/01/1996,,01/01/2000,
Arts & Entertainment,Visual Arts,Ceramics & Pottery,Magazine,0009-0328,Ceramics Monthly,07/01/1996,,01/01/2000,
Home & Living,"Crafts, Hobbies & Collecting",Ceramics & Pottery,Magazine,1035-1841,Ceramics: Art & Perception,01/01/1997,,12/01/2004,
Arts & Entertainment,Visual Arts,Ceramics & Pottery,Magazine,1035-1841,Ceramics: Art & Perception,01/01/1997,,12/01/2004,
Business,"Banking, Finance & Investing",Personal Finance & Budgeting,Magazine,0009-143X,Changing Times,01/01/1984,06/30/1991,07/01/1990,06/30/1991
Home & Living,Personal Finance & Budgeting,Personal Finance & Budgeting,Magazine,0009-143X,Changing Times,01/01/1984,06/30/1991,07/01/1990,06/30/1991
Science,Chemistry,Chemistry,Magazine,0314-4240,Chemistry in Australia,07/01/2008,,07/01/2008,
Literature & Writing,Literary Forms & Genres,Fiction,Magazine,0009-3696,Chicago Review,01/01/1990,,12/01/1990,
Literature & Writing,Literary Theory & Studies,Literary Theory & Criticism,Magazine,0009-3696,Chicago Review,01/01/1990,,12/01/1990,
Literature & Writing,Literary Forms & Genres,Poetry,Magazine,0009-3696,Chicago Review,01/01/1990,,12/01/1990,
Religion & Philosophy,Philosophy Branches,Chinese Philosophy,Magazine,1556-0694,Chien Kun Magazine,03/01/2005,,03/01/2005,
Health & Medicine,Clinical Specialties,Pediatric Medicine,Magazine,1064-4849,Child Health Alert,01/01/1992,05/31/2010,10/01/1996,05/31/2010
Politics & Government,Law,Family Law,Magazine,0887-896X,Child Law Practice,03/01/2008,,03/01/2008,
Social Sciences & Humanities,Law,Family Law,Magazine,0887-896X,Child Law Practice,03/01/2008,,03/01/2008,
Social Sciences & Humanities,Sociology,Family Studies,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Business,Economics,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Social Sciences & Humanities,Economics,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Social Sciences & Humanities,Social Sciences & Humanities (General),Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Social Sciences & Humanities,Sociology,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Politics & Government,Human Rights,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Social Sciences & Humanities,Human Rights,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Politics & Government,Social Welfare,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Religion & Philosophy,Philosophy Branches,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Social Sciences & Humanities,Social Services,Children's Rights,Magazine,0158-1260,Children's Rights,01/01/2000,01/31/2000,01/01/2000,01/31/2000
Business,Economics,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Economics,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Social Sciences & Humanities (General),Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Sociology,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Politics & Government,Human Rights,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Human Rights,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Politics & Government,Social Welfare,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Religion & Philosophy,Philosophy Branches,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Social Services,Children's Rights,Magazine,1936-9670,Children's Rights Litigation,04/01/2009,,04/01/2009,
Politics & Government,Law,Law,Magazine,1012-6724,China Law & Practice,01/01/2008,,01/01/2008,
Social Sciences & Humanities,Law,Law,Magazine,1012-6724,China Law & Practice,01/01/2008,,01/01/2008,
Business,Insurance,Risk Assessment & Actuarial Science,Magazine,1012-6724,China Law & Practice,01/01/2008,,01/01/2008,
General Interest,News,News,Magazine,1551-9589,Chinascope,01/01/2005,,01/01/2005,
Politics & Government,News,News,Magazine,1551-9589,Chinascope,01/01/2005,,01/01/2005,
General Interest,Ethnic Group Interest,Asian Interest,Magazine,0009-4501,Chinatown News,07/01/1993,04/30/1996,01/01/1994,04/30/1996
Politics & Government,Diplomacy & International Relations,Diplomacy & International Relations,Magazine,,ChinaUSFriendship.com,02/01/2009,,03/01/2009,
Politics & Government,Diplomacy & International Relations,Diplomacy & International Relations,Magazine,0895-4690,Chinese American Forum,05/01/1984,,05/01/1984,
Social Sciences & Humanities,Ethnic & Cultural Studies,Ethnic & Cultural Studies,Magazine,0895-4690,Chinese American Forum,05/01/1984,,05/01/1984,
Arts & Entertainment,Music,Choral & Vocal Music,Magazine,0968-7262,Choir & Organ,01/01/1993,,02/01/1993,08/31/2008
Arts & Entertainment,Music,Organ,Magazine,0968-7262,Choir & Organ,01/01/1993,,02/01/1993,08/31/2008
Religion & Philosophy,Christianity,Christianity,Magazine,0009-5281,Christian Century,01/01/1998,,01/01/1998,
Religion & Philosophy,Christianity,History of Christianity,Magazine,0891-9666,Christian History,01/01/1990,11/30/2003,02/01/1990,11/30/2003
Religion & Philosophy,Religion & Philosophy (General),History of Christianity,Magazine,0891-9666,Christian History,01/01/1990,11/30/2003,02/01/1990,11/30/2003
History,History of Religions,History of Christianity,Magazine,0891-9666,Christian History,01/01/1990,11/30/2003,02/01/1990,11/30/2003
General Interest,Biography,Biography,Magazine,1548-1956,Christian History & Biography,01/01/2004,07/31/2008,01/01/2004,07/31/2008
History,Historical Education & Research,Biography,Magazine,1548-1956,Christian History & Biography,01/01/2004,07/31/2008,01/01/2004,07/31/2008
Religion & Philosophy,Christianity,History of Christianity,Magazine,1548-1956,Christian History & Biography,01/01/2004,07/31/2008,01/01/2004,07/31/2008
Religion & Philosophy,Religion & Philosophy (General),History of Christianity,Magazine,1548-1956,Christian History & Biography,01/01/2004,07/31/2008,01/01/2004,07/31/2008
History,History of Religions,History of Christianity,Magazine,1548-1956,Christian History & Biography,01/01/2004,07/31/2008,01/01/2004,07/31/2008
Religion & Philosophy,Christianity,Christian Life & Spirituality,Magazine,1548-7164,Christian Literature & Living,02/01/2006,01/31/2010,02/01/2006,01/31/2010
Religion & Philosophy,Christianity,Christian Life & Spirituality,Magazine,0009-5753,Christianity Today,01/01/1984,,05/14/1990,
Science,Chemistry,Chromatography,Magazine,1752-8070,Chromatography Today,01/01/2013,,01/01/2013,
Business,Management,Educational Administration,Magazine,0009-5982,Chronicle of Higher Education,07/05/1990,,01/01/1999,
Education,Educational Institutions,Educational Administration,Magazine,0009-5982,Chronicle of Higher Education,07/05/1990,,01/01/1999,
Education,Educational Levels,Higher Education,Magazine,0009-5982,Chronicle of Higher Education,07/05/1990,,01/01/1999,
Business,"Banking, Finance & Investing",Philanthropy & Fundraising,Magazine,1040-676X,Chronicle of Philanthropy,10/05/2000,,10/05/2000,
Business,Management,Philanthropy & Fundraising,Magazine,1040-676X,Chronicle of Philanthropy,10/05/2000,,10/05/2000,
Religion & Philosophy,Religion & Philosophy (General),Religion & Philosophy (General),Magazine,0009-6334,Church & State,06/01/1996,,06/01/1996,
Politics & Government,Politics & Government by Place,United States Politics & Government,Magazine,0009-6334,Church & State,06/01/1996,,06/01/1996,
Business,"Banking, Finance & Investing","Banking, Finance & Investing",Magazine,1204-931X,CIBC Observations,01/01/1995,01/31/2002,01/01/1995,01/31/2002
Arts & Entertainment,Film,Film,Magazine,0009-7004,Cineaste,01/01/1990,,02/01/1990,
Health & Medicine,Health & Medicine (General),Health & Medicine (General),Magazine,1797-2361,Circumpolar Health Supplements,04/01/2009,,04/01/2009,
Health & Medicine,Medical Sciences,Biomedicine,Magazine,1797-2361,Circumpolar Health Supplements,04/01/2009,,04/01/2009,
History,History by Place,American Civil War,Magazine,1546-9980,Civil War Times,10/01/2002,,10/01/2002,
History,History by Place,American Civil War,Magazine,0009-8094,Civil War Times Illustrated,07/01/1993,08/31/2002,12/01/1996,08/31/2002
Home & Living,"Crafts, Hobbies & Collecting",Music Collecting,Magazine,1472-5797,Classic Record Collector,11/01/2005,08/31/2010,03/01/2007,08/31/2010
Arts & Entertainment,Music,Music Collecting,Magazine,1472-5797,Classic Record Collector,11/01/2005,08/31/2010,03/01/2007,08/31/2010
Arts & Entertainment,Music,Classical Music,Magazine,1472-5797,Classic Record Collector,11/01/2005,08/31/2010,03/01/2007,08/31/2010
Arts & Entertainment,Music,Piano,Magazine,1086-0819,Clavier Companion,01/01/2009,,01/01/2009,
Religion & Philosophy,Christianity,Christian Ministry,Magazine,,Clergy Journal,01/01/2001,01/31/2010,01/01/2001,01/31/2010
Health & Medicine,Medical Sciences,Neurology,Magazine,1174-5908,CNS Disorders Today,01/01/2007,12/31/2008,01/01/2007,12/31/2008
Health & Medicine,Clinical Specialties,Neurology,Magazine,1174-5908,CNS Disorders Today,01/01/2007,12/31/2008,01/01/2007,12/31/2008
Health & Medicine,Clinical Specialties,Psychiatry,Magazine,1174-5908,CNS Disorders Today,01/01/2007,12/31/2008,01/01/2007,12/31/2008
Sports & Leisure,Athletic Training & Coaching,Athletic Training & Coaching,Magazine,1087-2000,Coach & Athletic Director,11/01/1995,12/31/2008,09/01/1996,12/31/2008
Education,Subject Specific Education,Athletic Training & Coaching,Magazine,1087-2000,Coach & Athletic Director,11/01/1995,12/31/2008,09/01/1996,12/31/2008
Politics & Government,Diplomacy & International Relations,Diplomacy & International Relations,Magazine,0010-2601,Commentary,01/01/1984,,09/01/1990,
Religion & Philosophy,Judaism,Judaism,Magazine,0010-2601,Commentary,01/01/1984,,09/01/1990,
General Interest,Political Commentary & Opinion,Political Commentary & Opinion,Magazine,0010-2601,Commentary,01/01/1984,,09/01/1990,
Politics & Government,Politics & Government (General),Political Commentary & Opinion,Magazine,0010-2601,Commentary,01/01/1984,,09/01/1990,
General Interest,Social Commentary & Opinion,Social Commentary & Opinion,Magazine,0010-2601,Commentary,01/01/1984,,09/01/1990,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Commentary & Opinion,Magazine,0010-2601,Commentary,01/01/1984,,09/01/1990,
Politics & Government,Law,Commercial Law,Magazine,1936-7597,Commercial & Business Litigation,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Law,Commercial Law,Magazine,1936-7597,Commercial & Business Litigation,04/01/2009,,04/01/2009,
Business,Commercial Law,Commercial Law,Magazine,1936-7597,Commercial & Business Litigation,04/01/2009,,04/01/2009,
Politics & Government,Politics & Government by Place,United States Politics & Government,Magazine,0884-6537,Common Cause Magazine,07/01/1989,04/01/1997,01/01/1990,04/01/1997
Politics & Government,Law,Common Law,Magazine,1473-7795,Common Law World Review,09/01/2003,,09/01/2003,
Social Sciences & Humanities,Law,Common Law,Magazine,1473-7795,Common Law World Review,09/01/2003,,09/01/2003,
Religion & Philosophy,Christianity,Catholicism,Magazine,0010-3330,Commonweal,01/01/1984,,05/04/1990,
General Interest,Political Commentary & Opinion,Political Commentary & Opinion,Magazine,0010-3330,Commonweal,01/01/1984,,05/04/1990,
Politics & Government,Politics & Government (General),Political Commentary & Opinion,Magazine,0010-3330,Commonweal,01/01/1984,,05/04/1990,
General Interest,Social Commentary & Opinion,Social Commentary & Opinion,Magazine,0010-3330,Commonweal,01/01/1984,,05/04/1990,
Social Sciences & Humanities,Social Sciences & Humanities (General),Social Commentary & Opinion,Magazine,0010-3330,Commonweal,01/01/1984,,05/04/1990,
Social Sciences & Humanities,Sociology,Communal Living,Magazine,0199-9346,Communities,09/01/2003,,09/01/2003,
Politics & Government,Social Work,Social Work,Magazine,0307-5508,Community Care,01/01/2002,11/30/2011,01/01/2002,11/30/2011
Social Sciences & Humanities,Social Work,Social Work,Magazine,0307-5508,Community Care,01/01/2002,11/30/2011,01/01/2002,11/30/2011
Education,Educational Levels,Community & Junior Colleges,Magazine,1041-5726,Community College Week,07/01/1996,,07/01/1996,
Technology,Computer Science,Computer Science,Magazine,0194-357X,Compute!,01/01/1985,09/30/1994,01/01/1991,09/01/1994
Technology,Computer Science,Computer & Data Security,Magazine,,Computer Security Update,04/01/2001,,04/01/2001,
Politics & Government,Law,Computer & Data Security,Magazine,,Computer Security Update,04/01/2001,,04/01/2001,
Social Sciences & Humanities,Law,Computer & Data Security,Magazine,,Computer Security Update,04/01/2001,,04/01/2001,
Technology,Computer Science,Computer-Aided Engineering,Magazine,0733-3536,Computer-Aided Engineering,07/01/1997,12/31/2001,07/01/1997,12/31/2001
Technology,Engineering,Computer-Aided Engineering,Magazine,0733-3536,Computer-Aided Engineering,07/01/1997,12/31/2001,07/01/1997,12/31/2001
Technology,Computer Science,Computer Science,Magazine,1340-7228,Computing Japan,01/01/1997,10/31/1999,01/01/1997,10/31/1999
Politics & Government,Law,Arbitration,Magazine,1937-3422,Conflict Management,01/01/2009,12/31/2010,01/01/2009,12/31/2010
Social Sciences & Humanities,Law,Arbitration,Magazine,1937-3422,Conflict Management,01/01/2009,12/31/2010,01/01/2009,12/31/2010
Politics & Government,Politics & Government by Place,United States Congress,Magazine,0734-3469,Congress & the Presidency,01/01/1990,,03/01/1990,
Politics & Government,Political Science & Studies,Presidential Studies,Magazine,0734-3469,Congress & the Presidency,01/01/1990,,03/01/1990,
Social Sciences & Humanities,Political Science & Studies,Presidential Studies,Magazine,0734-3469,Congress & the Presidency,01/01/1990,,03/01/1990,
History,History by Place,Presidential Studies,Magazine,0734-3469,Congress & the Presidency,01/01/1990,,03/01/1990,
General Interest,Political Commentary & Opinion,Political Commentary & Opinion,Magazine,0010-5899,Congressional Digest,10/01/1921,,10/01/1921,
Politics & Government,Politics & Government (General),Political Commentary & Opinion,Magazine,0010-5899,Congressional Digest,10/01/1921,,10/01/1921,
Politics & Government,Politics & Government by Place,United States Congress,Magazine,0010-5899,Congressional Digest,10/01/1921,,10/01/1921,
Science,Mathematics,Mathematics Education,Magazine,1041-682X,Connect Magazine,09/01/2003,08/31/2012,09/01/2003,08/31/2012
Education,Subject Specific Education,Mathematics Education,Magazine,1041-682X,Connect Magazine,09/01/2003,08/31/2012,09/01/2003,08/31/2012
Science,Science Education,Science Education,Magazine,1041-682X,Connect Magazine,09/01/2003,08/31/2012,09/01/2003,08/31/2012
Education,Subject Specific Education,Science Education,Magazine,1041-682X,Connect Magazine,09/01/2003,08/31/2012,09/01/2003,08/31/2012
Science,Earth & Atmospheric Sciences,Environmental Education,Magazine,0250-4499,"Connect: UNESCO International Science, Technology & Environmental Education Newsletter",12/01/1992,09/30/2006,12/01/1992,09/30/2006
Science,Life Sciences,Environmental Education,Magazine,0250-4499,"Connect: UNESCO International Science, Technology & Environmental Education Newsletter",12/01/1992,09/30/2006,12/01/1992,09/30/2006
Education,Subject Specific Education,Environmental Education,Magazine,0250-4499,"Connect: UNESCO International Science, Technology & Environmental Education Newsletter",12/01/1992,09/30/2006,12/01/1992,09/30/2006
Politics & Government,Law,Law,Magazine,0010-6151,Connecticut Law Review,11/01/2009,,11/01/2009,
Social Sciences & Humanities,Law,Law,Magazine,0010-6151,Connecticut Law Review,11/01/2009,,11/01/2009,
Education,Educational Levels,Higher Education,Magazine,0895-6405,Connection (0895-6405),01/01/1986,05/31/2007,01/01/1986,05/31/2007
Science,Earth & Atmospheric Sciences,Environmental Management & Protection,Magazine,0010-650X,Conservationist,01/01/1985,07/31/1995,05/01/1990,07/31/1995
Science,Life Sciences,Environmental Management & Protection,Magazine,0010-650X,Conservationist,01/01/1985,07/31/1995,05/01/1990,07/31/1995
Arts & Entertainment,Architecture,Architecture,Magazine,,Constancias en Diseño,01/01/2007,,01/01/2007,
Technology,Construction & Building,Architecture,Magazine,,Constancias en Diseño,01/01/2007,,01/01/2007,
Technology,Construction & Building,Construction Law,Magazine,1547-8971,Construct!,04/01/2009,,04/01/2009,
Politics & Government,Law,Construction Law,Magazine,1547-8971,Construct!,04/01/2009,,04/01/2009,
Social Sciences & Humanities,Law,Construction Law,Magazine,1547-8971,Construct!,04/01/2009,,04/01/2009,
Politics & Government,Law,Civil Law,Magazine,1938-7059,Consumer & Personal Rights Litigation,01/01/2007,,01/01/2007,
Social Sciences & Humanities,Law,Civil Law,Magazine,1938-7059,Consumer & Personal Rights Litigation,01/01/2007,,01/01/2007,
Politics & Government,Law,Consumer Rights Law,Magazine,1938-7059,Consumer & Personal Rights Litigation,01/01/2007,,01/01/2007,
Social Sciences & Humanities,Law,Consumer Rights Law,Magazine,1938-7059,Consumer & Personal Rights Litigation,01/01/2007,,01/01/2007,
Health & Medicine,Safety & Accident Prevention,Consumer Rights Law,Magazine,1938-7059,Consumer & Personal Rights Litigation,01/01/2007,,01/01/2007,
Home & Living,Consumer Protection & Product Reviews,Consumer Protection & Product Reviews,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
Business,Consumer Protection & Product Reviews,Consumer Protection & Product Reviews,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
Business,Economics,Consumer Behavior & Theory,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
Social Sciences & Humanities,Economics,Consumer Behavior & Theory,Magazine,0740-4964,Consumer Comments,07/01/1990,01/31/2006,11/01/1992,01/31/2006
