"","Country","N","Freq"
"7781","Venezuela","81",0
"7782","Vietnam","81",0
"7783","Wales","81",1
"7784","West Bank","81",0
"7785","West Indies","81",0
"7786","Western Europe","81",0
"7787","Yemen","81",0
"7788","Yugoslavia","81",0
"7789","Zambia","81",0
"7790","Zimbabwe","81",0
"7791","Afghanistan","91",0
"7792","Africa","91",0
"7793","Albania","91",0
"7794","Algeria","91",0
"7795","Angola","91",0
"7796","Appalachia","91",0
"7797","Argentina","91",0
"7798","Armenia","91",0
"7799","Asia","91",0
"7800","Australia","91",0
"7801","Austria","91",0
"7802","Azerbaijan","91",0
"7803","Bahamas","91",0
"7804","Bahrain","91",0
"7805","Baltic States","91",0
"7806","Bangladesh","91",0
"7807","Barbados","91",0
"7808","Belgium","91",0
"7809","Benin","91",0
"7810","Bermuda","91",0
"7811","Bolivia","91",0
"7812","Bosnia-Herzegovina","91",0
"7813","Botswana","91",0
"7814","Brazil","91",0
"7815","Bulgaria","91",0
"7816","Cambodia","91",0
"7817","Cameroon","91",0
"7818","Canada","91",0
"7819","Caribbean","91",0
"7820","Central America","91",0
"7821","Channel Islands","91",0
"7822","Chile","91",0
"7823","China","91",0
"7824","Colombia","91",0
"7825","Commonwealth of Independent States","91",0
"7826","Costa Rica","91",0
"7827","Croatia","91",0
"7828","Cuba","91",0
"7829","Cyprus","91",0
"7830","Czech Republic","91",0
"7831","Czechoslovakia","91",0
"7832","Democratic Republic of Congo","91",0
"7833","Denmark","91",0
"7834","Dominican Republic","91",0
"7835","Eastern Europe","91",0
"7836","Ecuador","91",0
"7837","Egypt","91",0
"7838","El Salvador","91",0
"7839","England","91",0
"7840","Eritrea","91",0
"7841","Estonia","91",0
"7842","Ethiopia","91",0
"7843","Europe","91",0
"7844","Fiji","91",0
"7845","Finland","91",0
"7846","France","91",0
"7847","French Polynesia","91",0
"7848","Gambia","91",0
"7849","Gaza Strip","91",0
"7850","Georgia","91",0
"7851","Germany","91",0
"7852","Ghana","91",0
"7853","Great Britain","91",0
"7854","Greece","91",0
"7855","Grenada","91",0
"7856","Guam","91",0
"7857","Guatemala","91",0
"7858","Guinea","91",0
"7859","Guyana","91",0
"7860","Haiti","91",0
"7861","Honduras","91",0
"7862","Hong Kong","91",0
"7863","Hungary","91",0
"7864","Iceland","91",0
"7865","India","91",0
"7866","Indonesia","91",0
"7867","Iran","91",0
"7868","Iraq","91",0
"7869","Ireland","91",0
"7870","Israel","91",0
"7871","Italy","91",0
"7872","Ivory Coast","91",0
"7873","Jamaica","91",0
"7874","Japan","91",0
"7875","Jordan","91",0
"7876","Kazakhstan","91",0
"7877","Kenya","91",0
"7878","Korea","91",0
"7879","Kuwait","91",0
"7880","Kyrgyzstan","91",0
"7881","Laos","91",0
"7882","Latin America","91",0
"7883","Latvia","91",0
"7884","Lebanon","91",0
"7885","Lesotho","91",0
"7886","Liberia","91",0
"7887","Lithuania","91",0
"7888","Luxembourg","91",0
"7889","Macao","91",0
"7890","Macau","91",0
"7891","Macedonia","91",0
"7892","Malawi","91",0
"7893","Malaysia","91",0
"7894","Malta","91",0
"7895","Marshall Islands","91",0
"7896","Mauritius","91",0
"7897","Mexico","91",0
"7898","Middle East","91",0
"7899","Moldova","91",0
"7900","Mongolia","91",0
"7901","Morocco","91",0
"7902","Mozambique","91",0
"7903","Myanmar","91",0
"7904","Namibia","91",0
"7905","Nepal","91",0
"7906","Netherlands","91",0
"7907","New Caledonia","91",0
"7908","New Zealand","91",1
"7909","Nicaragua","91",0
"7910","Nigeria","91",0
"7911","North America","91",0
"7912","North Korea","91",0
"7913","Northern Ireland","91",0
"7914","Norway","91",0
"7915","Oceania/Pacific Islands","91",0
"7916","Oman","91",0
"7917","Pakistan","91",0
"7918","Palau","91",0
"7919","Palestine","91",0
"7920","Panama","91",0
"7921","Paraguay","91",0
"7922","Peru","91",0
"7923","Philippines","91",0
"7924","Poland","91",0
"7925","Portugal","91",0
"7926","Puerto Rico","91",0
"7927","Qatar","91",0
"7928","Republic of Congo","91",0
"7929","Republic of Serbia","91",0
"7930","Romania","91",0
"7931","Russia","91",0
"7932","Rwanda","91",0
"7933","Samoa","91",0
"7934","Saudi Arabia","91",0
"7935","Scandinavia","91",0
"7936","Scotland","91",0
"7937","Senegal","91",0
"7938","Serbia and Montenegro","91",0
"7939","Sierra Leone","91",0
"7940","Singapore","91",0
"7941","Slovakia","91",0
"7942","Slovenia","91",0
"7943","Somalia","91",0
"7944","South Africa","91",0
"7945","South America","91",0
"7946","South Korea","91",0
"7947","Spain","91",0
"7948","Sri Lanka","91",0
"7949","St Kitts","91",0
"7950","Sudan","91",0
"7951","Swaziland","91",0
"7952","Sweden","91",0
"7953","Switzerland","91",0
"7954","Syria","91",0
"7955","Taiwan","91",0
"7956","Tajikistan","91",0
"7957","Tanzania","91",0
"7958","Thailand","91",0
"7959","Togo","91",0
"7960","Tonga","91",0
"7961","Trinidad and Tobago","91",0
"7962","Turkey","91",0
"7963","Uganda","91",0
"7964","Ukraine","91",0
"7965","United Arab Emirates","91",0
"7966","United Kingdom","91",0
"7967","Uruguay","91",0
"7968","US","91",0
"7969","US Virgin Islands","91",0
"7970","USSR","91",0
"7971","Venezuela","91",0
"7972","Vietnam","91",0
"7973","Wales","91",0
"7974","West Bank","91",0
"7975","West Indies","91",0
"7976","Western Europe","91",0
"7977","Yemen","91",0
"7978","Yugoslavia","91",0
"7979","Zambia","91",0
"7980","Zimbabwe","91",0
"7981","Afghanistan","93",0
"7982","Africa","93",0
"7983","Albania","93",0
"7984","Algeria","93",0
"7985","Angola","93",0
"7986","Appalachia","93",0
"7987","Argentina","93",0
"7988","Armenia","93",0
"7989","Asia","93",0
"7990","Australia","93",0
"7991","Austria","93",0
"7992","Azerbaijan","93",0
"7993","Bahamas","93",0
"7994","Bahrain","93",0
"7995","Baltic States","93",0
"7996","Bangladesh","93",0
"7997","Barbados","93",0
"7998","Belgium","93",0
"7999","Benin","93",0
"8000","Bermuda","93",0
"8001","Bolivia","93",0
"8002","Bosnia-Herzegovina","93",0
"8003","Botswana","93",0
"8004","Brazil","93",0
"8005","Bulgaria","93",0
"8006","Cambodia","93",0
"8007","Cameroon","93",0
"8008","Canada","93",0
"8009","Caribbean","93",0
"8010","Central America","93",0
"8011","Channel Islands","93",0
"8012","Chile","93",0
"8013","China","93",0
"8014","Colombia","93",0
"8015","Commonwealth of Independent States","93",0
"8016","Costa Rica","93",0
"8017","Croatia","93",0
"8018","Cuba","93",0
"8019","Cyprus","93",0
"8020","Czech Republic","93",0
"8021","Czechoslovakia","93",0
"8022","Democratic Republic of Congo","93",0
"8023","Denmark","93",0
"8024","Dominican Republic","93",0
"8025","Eastern Europe","93",0
"8026","Ecuador","93",0
"8027","Egypt","93",0
"8028","El Salvador","93",0
"8029","England","93",0
"8030","Eritrea","93",0
"8031","Estonia","93",0
"8032","Ethiopia","93",0
"8033","Europe","93",0
"8034","Fiji","93",0
"8035","Finland","93",0
"8036","France","93",0
"8037","French Polynesia","93",0
"8038","Gambia","93",0
"8039","Gaza Strip","93",0
"8040","Georgia","93",0
"8041","Germany","93",0
"8042","Ghana","93",0
"8043","Great Britain","93",0
"8044","Greece","93",0
"8045","Grenada","93",0
"8046","Guam","93",0
"8047","Guatemala","93",0
"8048","Guinea","93",0
"8049","Guyana","93",0
"8050","Haiti","93",0
"8051","Honduras","93",0
"8052","Hong Kong","93",0
"8053","Hungary","93",0
"8054","Iceland","93",0
"8055","India","93",0
"8056","Indonesia","93",0
"8057","Iran","93",0
"8058","Iraq","93",0
"8059","Ireland","93",0
"8060","Israel","93",0
"8061","Italy","93",0
"8062","Ivory Coast","93",0
"8063","Jamaica","93",0
"8064","Japan","93",0
"8065","Jordan","93",0
"8066","Kazakhstan","93",0
"8067","Kenya","93",0
"8068","Korea","93",0
"8069","Kuwait","93",0
"8070","Kyrgyzstan","93",0
"8071","Laos","93",0
"8072","Latin America","93",0
"8073","Latvia","93",0
"8074","Lebanon","93",0
"8075","Lesotho","93",0
"8076","Liberia","93",0
"8077","Lithuania","93",0
"8078","Luxembourg","93",0
"8079","Macao","93",0
"8080","Macau","93",0
"8081","Macedonia","93",0
"8082","Malawi","93",0
"8083","Malaysia","93",0
"8084","Malta","93",0
"8085","Marshall Islands","93",0
"8086","Mauritius","93",0
"8087","Mexico","93",0
"8088","Middle East","93",0
"8089","Moldova","93",0
"8090","Mongolia","93",0
"8091","Morocco","93",0
"8092","Mozambique","93",0
"8093","Myanmar","93",0
"8094","Namibia","93",0
"8095","Nepal","93",0
"8096","Netherlands","93",0
"8097","New Caledonia","93",0
"8098","New Zealand","93",0
"8099","Nicaragua","93",0
"8100","Nigeria","93",0
"8101","North America","93",0
"8102","North Korea","93",0
"8103","Northern Ireland","93",0
"8104","Norway","93",0
"8105","Oceania/Pacific Islands","93",0
"8106","Oman","93",0
"8107","Pakistan","93",0
"8108","Palau","93",0
"8109","Palestine","93",0
"8110","Panama","93",0
"8111","Paraguay","93",0
"8112","Peru","93",0
"8113","Philippines","93",0
"8114","Poland","93",0
"8115","Portugal","93",0
"8116","Puerto Rico","93",0
"8117","Qatar","93",0
"8118","Republic of Congo","93",0
"8119","Republic of Serbia","93",0
"8120","Romania","93",0
"8121","Russia","93",0
"8122","Rwanda","93",0
"8123","Samoa","93",0
"8124","Saudi Arabia","93",0
"8125","Scandinavia","93",0
"8126","Scotland","93",1
"8127","Senegal","93",0
"8128","Serbia and Montenegro","93",0
"8129","Sierra Leone","93",0
"8130","Singapore","93",0
"8131","Slovakia","93",0
"8132","Slovenia","93",0
"8133","Somalia","93",0
"8134","South Africa","93",0
"8135","South America","93",0
"8136","South Korea","93",0
"8137","Spain","93",0
"8138","Sri Lanka","93",0
"8139","St Kitts","93",0
"8140","Sudan","93",0
"8141","Swaziland","93",0
"8142","Sweden","93",0
"8143","Switzerland","93",0
"8144","Syria","93",0
"8145","Taiwan","93",0
"8146","Tajikistan","93",0
"8147","Tanzania","93",0
"8148","Thailand","93",0
"8149","Togo","93",0
"8150","Tonga","93",0
"8151","Trinidad and Tobago","93",0
"8152","Turkey","93",0
"8153","Uganda","93",0
"8154","Ukraine","93",0
"8155","United Arab Emirates","93",0
"8156","United Kingdom","93",0
"8157","Uruguay","93",0
"8158","US","93",0
"8159","US Virgin Islands","93",0
"8160","USSR","93",0
"8161","Venezuela","93",0
"8162","Vietnam","93",0
"8163","Wales","93",0
"8164","West Bank","93",0
"8165","West Indies","93",0
"8166","Western Europe","93",0
"8167","Yemen","93",0
"8168","Yugoslavia","93",0
"8169","Zambia","93",0
"8170","Zimbabwe","93",0
"8171","Afghanistan","95",0
"8172","Africa","95",0
"8173","Albania","95",0
"8174","Algeria","95",0
"8175","Angola","95",0
"8176","Appalachia","95",0
"8177","Argentina","95",0
"8178","Armenia","95",0
"8179","Asia","95",0
"8180","Australia","95",0
"8181","Austria","95",0
"8182","Azerbaijan","95",0
"8183","Bahamas","95",0
"8184","Bahrain","95",0
"8185","Baltic States","95",0
"8186","Bangladesh","95",0
"8187","Barbados","95",0
"8188","Belgium","95",0
"8189","Benin","95",0
"8190","Bermuda","95",0
"8191","Bolivia","95",0
"8192","Bosnia-Herzegovina","95",0
"8193","Botswana","95",0
"8194","Brazil","95",0
"8195","Bulgaria","95",0
"8196","Cambodia","95",0
"8197","Cameroon","95",0
"8198","Canada","95",0
"8199","Caribbean","95",0
"8200","Central America","95",0
"8201","Channel Islands","95",0
"8202","Chile","95",0
"8203","China","95",0
"8204","Colombia","95",0
"8205","Commonwealth of Independent States","95",0
"8206","Costa Rica","95",0
"8207","Croatia","95",0
"8208","Cuba","95",0
"8209","Cyprus","95",0
"8210","Czech Republic","95",0
"8211","Czechoslovakia","95",0
"8212","Democratic Republic of Congo","95",0
"8213","Denmark","95",0
"8214","Dominican Republic","95",0
"8215","Eastern Europe","95",0
"8216","Ecuador","95",0
"8217","Egypt","95",0
"8218","El Salvador","95",0
"8219","England","95",0
"8220","Eritrea","95",0
"8221","Estonia","95",0
"8222","Ethiopia","95",0
"8223","Europe","95",0
"8224","Fiji","95",0
"8225","Finland","95",0
"8226","France","95",0
"8227","French Polynesia","95",0
"8228","Gambia","95",0
"8229","Gaza Strip","95",0
"8230","Georgia","95",0
"8231","Germany","95",0
"8232","Ghana","95",0
"8233","Great Britain","95",0
"8234","Greece","95",0
"8235","Grenada","95",0
"8236","Guam","95",0
"8237","Guatemala","95",0
"8238","Guinea","95",0
"8239","Guyana","95",0
"8240","Haiti","95",0
"8241","Honduras","95",0
"8242","Hong Kong","95",0
"8243","Hungary","95",0
"8244","Iceland","95",0
"8245","India","95",0
"8246","Indonesia","95",0
"8247","Iran","95",0
"8248","Iraq","95",0
"8249","Ireland","95",0
"8250","Israel","95",0
"8251","Italy","95",0
"8252","Ivory Coast","95",0
"8253","Jamaica","95",0
"8254","Japan","95",0
"8255","Jordan","95",0
"8256","Kazakhstan","95",0
"8257","Kenya","95",0
"8258","Korea","95",0
"8259","Kuwait","95",0
"8260","Kyrgyzstan","95",0
"8261","Laos","95",0
"8262","Latin America","95",0
"8263","Latvia","95",0
"8264","Lebanon","95",0
"8265","Lesotho","95",0
"8266","Liberia","95",0
"8267","Lithuania","95",0
"8268","Luxembourg","95",0
"8269","Macao","95",0
"8270","Macau","95",0
"8271","Macedonia","95",0
"8272","Malawi","95",0
"8273","Malaysia","95",0
"8274","Malta","95",0
"8275","Marshall Islands","95",0
"8276","Mauritius","95",0
"8277","Mexico","95",0
"8278","Middle East","95",0
"8279","Moldova","95",0
"8280","Mongolia","95",0
"8281","Morocco","95",0
"8282","Mozambique","95",0
"8283","Myanmar","95",0
"8284","Namibia","95",0
"8285","Nepal","95",0
"8286","Netherlands","95",0
"8287","New Caledonia","95",0
"8288","New Zealand","95",0
"8289","Nicaragua","95",0
"8290","Nigeria","95",0
"8291","North America","95",0
"8292","North Korea","95",0
"8293","Northern Ireland","95",0
"8294","Norway","95",1
"8295","Oceania/Pacific Islands","95",0
"8296","Oman","95",0
"8297","Pakistan","95",0
"8298","Palau","95",0
"8299","Palestine","95",0
"8300","Panama","95",0
"8301","Paraguay","95",0
"8302","Peru","95",0
"8303","Philippines","95",0
"8304","Poland","95",0
"8305","Portugal","95",0
"8306","Puerto Rico","95",0
"8307","Qatar","95",0
"8308","Republic of Congo","95",0
"8309","Republic of Serbia","95",0
"8310","Romania","95",0
"8311","Russia","95",0
"8312","Rwanda","95",0
"8313","Samoa","95",0
"8314","Saudi Arabia","95",0
"8315","Scandinavia","95",0
"8316","Scotland","95",0
"8317","Senegal","95",0
"8318","Serbia and Montenegro","95",0
"8319","Sierra Leone","95",0
"8320","Singapore","95",0
"8321","Slovakia","95",0
"8322","Slovenia","95",0
"8323","Somalia","95",0
"8324","South Africa","95",0
"8325","South America","95",0
"8326","South Korea","95",0
"8327","Spain","95",0
"8328","Sri Lanka","95",0
"8329","St Kitts","95",0
"8330","Sudan","95",0
"8331","Swaziland","95",0
"8332","Sweden","95",0
"8333","Switzerland","95",0
"8334","Syria","95",0
"8335","Taiwan","95",0
"8336","Tajikistan","95",0
"8337","Tanzania","95",0
"8338","Thailand","95",0
"8339","Togo","95",0
"8340","Tonga","95",0
"8341","Trinidad and Tobago","95",0
"8342","Turkey","95",0
"8343","Uganda","95",0
"8344","Ukraine","95",0
"8345","United Arab Emirates","95",0
"8346","United Kingdom","95",0
"8347","Uruguay","95",0
"8348","US","95",0
"8349","US Virgin Islands","95",0
"8350","USSR","95",0
"8351","Venezuela","95",0
"8352","Vietnam","95",0
"8353","Wales","95",0
"8354","West Bank","95",0
"8355","West Indies","95",0
"8356","Western Europe","95",0
"8357","Yemen","95",0
"8358","Yugoslavia","95",0
"8359","Zambia","95",0
"8360","Zimbabwe","95",0
"8361","Afghanistan","114",0
"8362","Africa","114",0
"8363","Albania","114",0
"8364","Algeria","114",0
"8365","Angola","114",0
"8366","Appalachia","114",0
"8367","Argentina","114",0
"8368","Armenia","114",0
"8369","Asia","114",0
"8370","Australia","114",0
"8371","Austria","114",0
"8372","Azerbaijan","114",0
"8373","Bahamas","114",0
"8374","Bahrain","114",0
"8375","Baltic States","114",0
"8376","Bangladesh","114",0
"8377","Barbados","114",0
"8378","Belgium","114",0
"8379","Benin","114",0
"8380","Bermuda","114",0
"8381","Bolivia","114",0
"8382","Bosnia-Herzegovina","114",0
"8383","Botswana","114",0
"8384","Brazil","114",0
"8385","Bulgaria","114",0
"8386","Cambodia","114",0
"8387","Cameroon","114",0
"8388","Canada","114",0
"8389","Caribbean","114",0
"8390","Central America","114",0
"8391","Channel Islands","114",0
"8392","Chile","114",0
"8393","China","114",0
"8394","Colombia","114",0
"8395","Commonwealth of Independent States","114",0
"8396","Costa Rica","114",0
"8397","Croatia","114",0
"8398","Cuba","114",0
"8399","Cyprus","114",0
"8400","Czech Republic","114",0
"8401","Czechoslovakia","114",0
"8402","Democratic Republic of Congo","114",0
"8403","Denmark","114",0
"8404","Dominican Republic","114",0
"8405","Eastern Europe","114",0
"8406","Ecuador","114",0
"8407","Egypt","114",0
"8408","El Salvador","114",0
"8409","England","114",0
"8410","Eritrea","114",0
"8411","Estonia","114",0
"8412","Ethiopia","114",0
"8413","Europe","114",0
"8414","Fiji","114",0
"8415","Finland","114",0
"8416","France","114",0
"8417","French Polynesia","114",0
"8418","Gambia","114",0
"8419","Gaza Strip","114",0
"8420","Georgia","114",0
"8421","Germany","114",0
"8422","Ghana","114",0
"8423","Great Britain","114",0
"8424","Greece","114",0
"8425","Grenada","114",0
"8426","Guam","114",0
"8427","Guatemala","114",0
"8428","Guinea","114",0
"8429","Guyana","114",0
"8430","Haiti","114",0
"8431","Honduras","114",0
"8432","Hong Kong","114",0
"8433","Hungary","114",0
"8434","Iceland","114",0
"8435","India","114",0
"8436","Indonesia","114",0
"8437","Iran","114",0
"8438","Iraq","114",0
"8439","Ireland","114",0
"8440","Israel","114",0
"8441","Italy","114",0
"8442","Ivory Coast","114",0
"8443","Jamaica","114",0
"8444","Japan","114",0
"8445","Jordan","114",0
"8446","Kazakhstan","114",0
"8447","Kenya","114",0
"8448","Korea","114",0
"8449","Kuwait","114",0
"8450","Kyrgyzstan","114",0
"8451","Laos","114",0
"8452","Latin America","114",0
"8453","Latvia","114",0
"8454","Lebanon","114",0
"8455","Lesotho","114",0
"8456","Liberia","114",0
"8457","Lithuania","114",0
"8458","Luxembourg","114",0
"8459","Macao","114",0
"8460","Macau","114",0
"8461","Macedonia","114",0
"8462","Malawi","114",0
"8463","Malaysia","114",0
"8464","Malta","114",0
"8465","Marshall Islands","114",0
"8466","Mauritius","114",0
"8467","Mexico","114",0
"8468","Middle East","114",0
"8469","Moldova","114",0
"8470","Mongolia","114",0
"8471","Morocco","114",0
"8472","Mozambique","114",0
"8473","Myanmar","114",0
"8474","Namibia","114",0
"8475","Nepal","114",0
"8476","Netherlands","114",0
"8477","New Caledonia","114",0
"8478","New Zealand","114",0
"8479","Nicaragua","114",0
"8480","Nigeria","114",0
"8481","North America","114",0
"8482","North Korea","114",0
"8483","Northern Ireland","114",0
"8484","Norway","114",0
"8485","Oceania/Pacific Islands","114",0
"8486","Oman","114",0
"8487","Pakistan","114",0
"8488","Palau","114",0
"8489","Palestine","114",0
"8490","Panama","114",0
"8491","Paraguay","114",0
"8492","Peru","114",0
"8493","Philippines","114",0
"8494","Poland","114",0
"8495","Portugal","114",0
"8496","Puerto Rico","114",0
"8497","Qatar","114",0
"8498","Republic of Congo","114",0
"8499","Republic of Serbia","114",0
"8500","Romania","114",0
"8501","Russia","114",0
"8502","Rwanda","114",0
"8503","Samoa","114",0
"8504","Saudi Arabia","114",0
"8505","Scandinavia","114",0
"8506","Scotland","114",0
"8507","Senegal","114",0
"8508","Serbia and Montenegro","114",0
"8509","Sierra Leone","114",0
"8510","Singapore","114",0
"8511","Slovakia","114",0
"8512","Slovenia","114",0
"8513","Somalia","114",0
"8514","South Africa","114",1
"8515","South America","114",0
"8516","South Korea","114",0
"8517","Spain","114",0
"8518","Sri Lanka","114",0
"8519","St Kitts","114",0
"8520","Sudan","114",0
"8521","Swaziland","114",0
"8522","Sweden","114",0
"8523","Switzerland","114",0
"8524","Syria","114",0
"8525","Taiwan","114",0
"8526","Tajikistan","114",0
"8527","Tanzania","114",0
"8528","Thailand","114",0
"8529","Togo","114",0
"8530","Tonga","114",0
"8531","Trinidad and Tobago","114",0
"8532","Turkey","114",0
"8533","Uganda","114",0
"8534","Ukraine","114",0
"8535","United Arab Emirates","114",0
"8536","United Kingdom","114",0
"8537","Uruguay","114",0
"8538","US","114",0
"8539","US Virgin Islands","114",0
"8540","USSR","114",0
"8541","Venezuela","114",0
"8542","Vietnam","114",0
"8543","Wales","114",0
"8544","West Bank","114",0
"8545","West Indies","114",0
"8546","Western Europe","114",0
"8547","Yemen","114",0
"8548","Yugoslavia","114",0
"8549","Zambia","114",0
"8550","Zimbabwe","114",0
"8551","Afghanistan","177",0
"8552","Africa","177",0
"8553","Albania","177",0
"8554","Algeria","177",0
"8555","Angola","177",0
"8556","Appalachia","177",0
"8557","Argentina","177",0
"8558","Armenia","177",0
"8559","Asia","177",0
"8560","Australia","177",0
"8561","Austria","177",0
"8562","Azerbaijan","177",0
"8563","Bahamas","177",0
"8564","Bahrain","177",0
"8565","Baltic States","177",0
"8566","Bangladesh","177",0
"8567","Barbados","177",0
"8568","Belgium","177",0
"8569","Benin","177",0
"8570","Bermuda","177",0
"8571","Bolivia","177",0
"8572","Bosnia-Herzegovina","177",0
"8573","Botswana","177",0
"8574","Brazil","177",0
"8575","Bulgaria","177",0
"8576","Cambodia","177",0
"8577","Cameroon","177",0
"8578","Canada","177",0
"8579","Caribbean","177",0
"8580","Central America","177",0
"8581","Channel Islands","177",0
"8582","Chile","177",0
"8583","China","177",1
"8584","Colombia","177",0
"8585","Commonwealth of Independent States","177",0
"8586","Costa Rica","177",0
"8587","Croatia","177",0
"8588","Cuba","177",0
"8589","Cyprus","177",0
"8590","Czech Republic","177",0
"8591","Czechoslovakia","177",0
"8592","Democratic Republic of Congo","177",0
"8593","Denmark","177",0
"8594","Dominican Republic","177",0
"8595","Eastern Europe","177",0
"8596","Ecuador","177",0
"8597","Egypt","177",0
"8598","El Salvador","177",0
"8599","England","177",0
"8600","Eritrea","177",0
"8601","Estonia","177",0
"8602","Ethiopia","177",0
"8603","Europe","177",0
"8604","Fiji","177",0
"8605","Finland","177",0
"8606","France","177",0
"8607","French Polynesia","177",0
"8608","Gambia","177",0
"8609","Gaza Strip","177",0
"8610","Georgia","177",0
"8611","Germany","177",0
"8612","Ghana","177",0
"8613","Great Britain","177",0
"8614","Greece","177",0
"8615","Grenada","177",0
"8616","Guam","177",0
"8617","Guatemala","177",0
"8618","Guinea","177",0
"8619","Guyana","177",0
"8620","Haiti","177",0
"8621","Honduras","177",0
"8622","Hong Kong","177",0
"8623","Hungary","177",0
"8624","Iceland","177",0
"8625","India","177",0
"8626","Indonesia","177",0
"8627","Iran","177",0
"8628","Iraq","177",0
"8629","Ireland","177",0
"8630","Israel","177",0
"8631","Italy","177",0
"8632","Ivory Coast","177",0
"8633","Jamaica","177",0
"8634","Japan","177",0
"8635","Jordan","177",0
"8636","Kazakhstan","177",0
"8637","Kenya","177",0
"8638","Korea","177",0
"8639","Kuwait","177",0
"8640","Kyrgyzstan","177",0
"8641","Laos","177",0
"8642","Latin America","177",0
"8643","Latvia","177",0
"8644","Lebanon","177",0
"8645","Lesotho","177",0
"8646","Liberia","177",0
"8647","Lithuania","177",0
"8648","Luxembourg","177",0
"8649","Macao","177",0
"8650","Macau","177",0
"8651","Macedonia","177",0
"8652","Malawi","177",0
"8653","Malaysia","177",0
"8654","Malta","177",0
"8655","Marshall Islands","177",0
"8656","Mauritius","177",0
"8657","Mexico","177",0
"8658","Middle East","177",0
"8659","Moldova","177",0
"8660","Mongolia","177",0
"8661","Morocco","177",0
"8662","Mozambique","177",0
"8663","Myanmar","177",0
"8664","Namibia","177",0
"8665","Nepal","177",0
"8666","Netherlands","177",0
"8667","New Caledonia","177",0
"8668","New Zealand","177",0
"8669","Nicaragua","177",0
"8670","Nigeria","177",0
"8671","North America","177",0
"8672","North Korea","177",0
"8673","Northern Ireland","177",0
"8674","Norway","177",0
"8675","Oceania/Pacific Islands","177",0
"8676","Oman","177",0
"8677","Pakistan","177",0
"8678","Palau","177",0
"8679","Palestine","177",0
"8680","Panama","177",0
"8681","Paraguay","177",0
"8682","Peru","177",0
"8683","Philippines","177",0
"8684","Poland","177",0
"8685","Portugal","177",0
"8686","Puerto Rico","177",0
"8687","Qatar","177",0
"8688","Republic of Congo","177",0
"8689","Republic of Serbia","177",0
"8690","Romania","177",0
"8691","Russia","177",0
"8692","Rwanda","177",0
"8693","Samoa","177",0
"8694","Saudi Arabia","177",0
"8695","Scandinavia","177",0
"8696","Scotland","177",0
"8697","Senegal","177",0
"8698","Serbia and Montenegro","177",0
"8699","Sierra Leone","177",0
"8700","Singapore","177",0
"8701","Slovakia","177",0
"8702","Slovenia","177",0
"8703","Somalia","177",0
"8704","South Africa","177",0
"8705","South America","177",0
"8706","South Korea","177",0
"8707","Spain","177",0
"8708","Sri Lanka","177",0
"8709","St Kitts","177",0
"8710","Sudan","177",0
"8711","Swaziland","177",0
"8712","Sweden","177",0
"8713","Switzerland","177",0
"8714","Syria","177",0
"8715","Taiwan","177",0
"8716","Tajikistan","177",0
"8717","Tanzania","177",0
"8718","Thailand","177",0
"8719","Togo","177",0
"8720","Tonga","177",0
"8721","Trinidad and Tobago","177",0
"8722","Turkey","177",0
"8723","Uganda","177",0
"8724","Ukraine","177",0
"8725","United Arab Emirates","177",0
"8726","United Kingdom","177",0
"8727","Uruguay","177",0
"8728","US","177",0
"8729","US Virgin Islands","177",0
"8730","USSR","177",0
"8731","Venezuela","177",0
"8732","Vietnam","177",0
"8733","Wales","177",0
"8734","West Bank","177",0
"8735","West Indies","177",0
"8736","Western Europe","177",0
"8737","Yemen","177",0
"8738","Yugoslavia","177",0
"8739","Zambia","177",0
"8740","Zimbabwe","177",0
"8741","Afghanistan","215",0
"8742","Africa","215",0
"8743","Albania","215",0
"8744","Algeria","215",0
"8745","Angola","215",0
"8746","Appalachia","215",0
"8747","Argentina","215",0
"8748","Armenia","215",0
"8749","Asia","215",0
"8750","Australia","215",0
"8751","Austria","215",0
"8752","Azerbaijan","215",0
"8753","Bahamas","215",0
"8754","Bahrain","215",0
"8755","Baltic States","215",0
"8756","Bangladesh","215",0
"8757","Barbados","215",0
"8758","Belgium","215",0
"8759","Benin","215",0
"8760","Bermuda","215",0
"8761","Bolivia","215",0
"8762","Bosnia-Herzegovina","215",0
"8763","Botswana","215",0
"8764","Brazil","215",0
"8765","Bulgaria","215",0
"8766","Cambodia","215",0
"8767","Cameroon","215",0
"8768","Canada","215",0
"8769","Caribbean","215",0
"8770","Central America","215",0
"8771","Channel Islands","215",0
"8772","Chile","215",0
"8773","China","215",0
"8774","Colombia","215",0
"8775","Commonwealth of Independent States","215",0
"8776","Costa Rica","215",0
"8777","Croatia","215",0
"8778","Cuba","215",0
"8779","Cyprus","215",0
"8780","Czech Republic","215",0
"8781","Czechoslovakia","215",0
"8782","Democratic Republic of Congo","215",0
"8783","Denmark","215",0
"8784","Dominican Republic","215",0
"8785","Eastern Europe","215",0
"8786","Ecuador","215",0
"8787","Egypt","215",0
"8788","El Salvador","215",0
"8789","England","215",0
"8790","Eritrea","215",0
"8791","Estonia","215",0
"8792","Ethiopia","215",0
"8793","Europe","215",0
"8794","Fiji","215",0
"8795","Finland","215",0
"8796","France","215",0
"8797","French Polynesia","215",0
"8798","Gambia","215",0
"8799","Gaza Strip","215",0
"8800","Georgia","215",0
"8801","Germany","215",0
"8802","Ghana","215",0
